文本类别,文本内容
体育,铿锵玫瑰唱铿锵玫瑰来源视频综合铿锵玫瑰唱铿锵玫瑰网友中国女足一句话点燃全场我们是冠军我们是中国女足一句我们是冠军点燃全场热情不愧是铿锵玫瑰中国女足未来有我们来陪
体育,网易体育2月14日报道中国女足主教练水庆霞在接受央视新闻面对面采访时谈到与韩国女足决赛中场休息时想对球员发脾气时泪流满面谈到半场02落后水庆霞说很失落球员们也在想怎么会踢成这样也很自责谈到想对球员们说什么水庆霞表示想要说的话蛮多的包括狠一点的话但真到了休息室之后还是不忍心说到这水庆霞泣不成声泪流满面她接着说现在想想都不容易当时很恼火又很心疼我就说做人要有骨气人生能有几回搏这是个机会也不是说一定要拿冠军但一定要展现出中国女足不屈不挠的精神唐佳丽和王霜她们是球队核心从半场数据分析来看球队防守跑动太少丢球之后反抢也不够防守压力太大我就跟唐佳丽和王霜说你们能不能行不行就下来要成为优秀运动员核心就要承担很多东西这是一种责任与韩国比赛的下半场唐佳丽传射帮助中国女足追平伤停补时阶段王珊珊助攻肖裕仪打进绝杀中国女足时隔16年再夺亚洲杯冠军
体育,新华社北京2月15日电记者赵旭林德韧15日中国男子冰球队在北京冬奥会男子冰球淘汰赛中再遇世界排名第一的加拿大队最终以27不敌对手结束此次冬奥会征程中国男子冰球主教练赞那塔伊万诺赛后表示对于本届冬奥会上中国男冰的表现自己十分自豪2月2日中国男子冰球队运动员叶劲光在赛前训练中与主教练赞那塔伊万诺左交流新华社记者李紫恒摄赞那塔表示对于首次亮相奥运赛场的中国男冰来说此次参赛是一次特别宝贵的经历奥运会是一个大舞台不仅能够让队员们成长更能够让中国的冰球文化上一个新台阶第一节结束时中国队门将杰瑞米史密斯受伤离场对此赞那塔说我们损失了一名关键球员对比赛影响很大但整支队伍还是顽强拼搏展现出了最好的状态我很自豪中国队的首秀能打出这样的表现已经很不错了我们通过这种大赛的经历慢慢成长这是一个好的兆头中国队要继续把这个势头保持下去他说对于中国队的冬奥会之旅赞那塔表示这段冬奥会的经历难以置信我们排在世界第32位面对的对手是美国德国和加拿大这样世界排名前五名的球队说明这支队伍有了非常好的队员和非常好的化学反应我们是一支有竞争力的球队我们需要坚持这样冰球理念冰球是一项竞争非常激烈的运动就算美国队这样的强队拿到冬奥会冠军的次数也是屈指可数而中国冰球正在起步对于中国冰球未来的发展赞那塔表示最主要的还是让青少年爱上这项运动他说冰球是一项集体运动这项运动对于孩子的成长是非常有帮助的能让他们懂得团队协作能够为同一目标努力
体育,网易体育2月16日报道北京时间2月15日北京冬奥会男子单板滑雪大跳台项目决赛结束中国小将苏翊鸣出战一战成名夺得金牌美国单板滑雪名将肖恩怀特也在个人社交媒体平台对苏翊鸣表示了祝贺值得一提的是肖恩怀特也是苏翊鸣的偶像14岁时苏翊鸣脚部受伤进行了手术不得不停止训练父母想让他放弃滑雪但苏翊鸣看到平昌冬奥会肖恩怀特受伤回归仍夺得金牌让他坚定了重新回到赛场的信念本届冬奥会单板滑雪男子U型场地决赛卫冕冠军肖恩怀特在职业生涯最后一战中以85分排名第四遗憾错失领奖台之后他宣布退役这是肖恩怀特的第五次冬奥会之旅在2006年都灵冬奥会2010年温哥华冬奥会2018年平昌冬奥会上肖恩怀特都拿到了该项目的金牌
体育,昨日北京冬奥会男子冰壶循环赛第十轮遭遇三连败已经无缘出线的中国队在这场比赛中贡献了北京冬奥会期间最放松的心态和最完美的表现以后手开局面对实力高于自己的对手大胆布局积极对攻在场面和分数上始终保持领先挪威队找不到有效办法反制中国队心态急躁失误增加最终中国队以8比6取胜队长马秀玥赛后表示上午对加拿大一战激励了大家虽然比赛输了但在比赛中感受到很多收获了很多加拿大是冰壶强国在过去的6届冬奥会赢得了3枚金牌和2枚银牌与加拿大一战中国队表现很好前8局双方始终拉不开差距逼得一向胸有成竹的加拿大队长古舒有点急躁到第九局时加拿大队以9比8领先最后一局中国队依然有机会最终因为失误眼看着胜利离自己远去赛后中国队及时复盘马秀玥说其实中国队的技术和体能与强队差得不多主要是差在经验上和心理上特别是快赢的时候在关键壶投出之前就会出现紧张情绪中国队赛前的目标是进前六开赛连赢2场外界评判和自我认定都给运动员形成了一些压力导致放不开手脚比赛进行到此时中国队出线困难反而放下了想赢怕输的包袱不再想任何事情只专注于每一次投壶享受每一次投壶马秀玥说我们4个人配合越来越默契了从刚开始说很多话到现在一个眼神互相就知道需要做什么团队的凝聚力和默契程度都到达一个很好的状态参加冬奥会是难得的经历和珍贵的记忆还有一场比赛我们认真对待享受过程马秀玥说中国青年报
体育,直播吧2月16日讯今晨的欧冠联赛葡萄牙体育主场05惨败于曼城脚下赛后主帅阿莫林感谢了球员们的辛苦付出阿莫林说我们踢得很好很有个性但就在我们进攻的时候曼城的反击来到了我们门前他们进球了从那时候开始比赛变得更加困难在下半场比赛对我们来说很痛苦我认为这不是足球我们在被蹂躏我必须对我的球员说几句感谢的话因为他们有着伟大的意志品质我也要对球迷们说几句感谢的话他们一直与球队同在被问及是否对曼城的实力感到惊讶阿莫林说曼城战胜我们的方式表明他们是一支多么伟大的球队去年我们在欧联杯被林茨淘汰现在我们和世界上最好的球队一起进入了欧冠16强球员们超越了自己他们成长得太快了我们将会利用第二回合比赛的每一分钟来成长这些球员有着惊人的潜力但我们面对的是世界上最好的球队星儿
体育,2月16日曼彻斯特消息半场休息曼联球员走向通道老特拉福德球场一片嘘声曼联又回到索尔斯克亚时代上半场踢得极为糟糕波特采取了针对性战术布莱顿球员执行到位如果不是德赫亚莫德尔漂亮的头球早就让布莱顿领先了比索马的射门还是要多跟曼城球员学学看看小将福登在欧冠多么稳健临时主教练朗尼克用音乐剧化身博士来形容曼联上半场是邪恶的海德下半场又变回了善良正义的哲基尔下半场第6分钟麦克托米奈中场拦截C罗拿球往前突进晃过对方后卫韦斯达在特罗萨德补防之前突然起脚皮球贴着左侧立柱飞入网窝布莱顿门将桑切斯毫无反应这是C罗2022年的第一个进球结束了6场球荒从俱乐部到国家队C罗攻破了168支球队的大门布莱顿是最新的一个3分钟后邓克对埃兰加犯规曼联球员全都上来围住了主裁判班克斯曼联球员再也不想被追平了他们太恐惧11这个比分了现在机会来了赶紧给裁判施压班克斯去场边看VAR回放取消了黄牌改为红牌布莱顿少打1人伤停补时第7分钟B费锁定胜局这是曼联4场比赛以来第一次取胜前三场常规时间都踢成了11曼联也回到了积分榜第四的位置身后的阿森纳热刺都少赛3场狼队少赛2场但这些比赛未必确保拿3分曼联又拿回了争四主动权本周日曼联客场挑战利兹联下周中欧冠客战马竞然后对阵沃特福德三场比赛之后将是3月7日凌晨的曼市德比紧接着曼联迎战热刺在与马竞的次回合之后客场挑战利物浦曼联20完胜布莱顿的比赛是红魔一个崭新的开始还是昙花一现继续掩盖了问题恐怕需要等到3月21日凌晨才能下结论
体育,记者颜麟蕴邵美琦15日17岁小将苏翊鸣在北京冬奥会单板滑雪男子大跳台比赛中夺得金牌在电视机前挥舞着国旗观看比赛的何玲说苏翊鸣从小就想当单板王想当奥运冠军他实现了自己的梦想提起自己的学生苏翊鸣何玲的脸上总是洋溢着笑容何玲是苏翊鸣的小学班主任苏翊鸣出生于吉林省吉林市曾就读于吉林市万达实验小学校从4岁开始学习滑雪的苏翊鸣是一个特别的学生坚持学习的同时也要坚持训练苏翊鸣专注力很强所以总能用最快的速度把课补回来何玲说考试总能得100分数学语文特别是英语成绩都很好多次被评为三好学生何玲回忆有一年的运动会学校第一次对三年级同学开设800米跑项目很多孩子在报名的时候都有点怵但苏翊鸣却是班级里第一个举手报名的孩子他当时特别坚定地跟我保证他一定能跑下来一定能取得好名次自此以后他每天积极训练真的跑了第一名何玲说敢于争先从苏翊鸣的小学一直延伸到了冬奥赛场在北京冬奥会单板滑雪男子坡面障碍技巧决赛中17岁的苏翊鸣勇夺银牌创造了中国选手在男子单板项目上的冬奥历史最佳成绩虽然裁判打分在社交媒体上引起争议苏翊鸣却在赛后表示能拿到这个分数已经很开心了何玲说这并不意外各方面都很优秀但苏翊鸣从不骄傲保持谦逊的态度经常与同学们分享运动技巧她说让何玲印象深刻的是苏翊鸣不怕苦的精神因为他从小热爱运动有一次在操场运动时受了伤何玲很担心苏翊鸣却嘿嘿一笑对何玲说老师你看我的血红不红后来的苏翊鸣成长为专业的运动员在国际舞台上崭露头角有时候他会回母校看望老师和学弟学妹们我虽然很高兴但我知道那一定是因为他受伤了才有时间何玲说他在坚持他热爱的他每次比赛前我对他强调最多的就是注意安全三周偏轴转体1620度反脚外转五周1800度何玲虽然并不能完全说出这些动作但她清楚苏翊鸣在为中国单板滑雪创造历史他的故事一直在学校流传很多学生都开始爱上冰雪运动想跟学长苏翊鸣一样登上奥运会的赛场何玲说唯一的缺点啊大概就是太黑了何玲笑着说夏天玩水冬天滑雪一年到头皮肤都黑黑的我想这是他唯一的缺点了颜麟蕴邵美琦
体育,直播吧2月16日讯凯尔特人对76人的比赛正在进行中半场比赛凯尔特人6942大比分领先76人凯尔特人双探花塔图姆得到16分布朗得到26分半场比赛合砍42分与76人全队总得分持平据统计本场比赛是双探花过去11场比赛中第3次半场得分大于或等于对方全队得分ShawnLing
体育,直播吧2月16日讯据掘金记者MikeSinger报道球队此前举办了情人节的相关宣传活动掘金中锋约基奇在接受采访的时候被问及有关情人节的感想约基奇回答道我讨厌它爱是每天的事情而不是一天的事情对自己微笑我真的很擅长讲这些答案K
体育,直播吧2月16日讯昨天上午曾在高山滑雪男子全能滑降项目比赛中摔倒受伤的外籍运动员从冬奥医疗保障中心顺利出院医疗团队精湛的技术和贴心的关怀令他倍感温暖非常感谢中国的医疗团队出院时这位运动员特意向主治团队表达感谢并赠送了冬奥会徽章作为象征友谊的礼物滑降这一冬奥会比赛项目极度惊险刺激按照比赛标准运动员需要从落差800多米的雪道冲下左右转向滑行穿过旗门速度最快时甚至比动车还快所以极易受伤多处骨折这名患者的伤情是比较重的延庆区医院院长周方介绍作为冬奥会延庆赛区的唯一定点医院医疗保障团队已做好充分的准备2月10日意外发生后空中救援力量迅速出动直升机飞入赛场接上伤员到达延庆区医院停机坪接驳的120车组人员迅速与机组人员转运交接将患者送到抢救室从接到救助指令到患者进入抢救室此次空地转运用时仅26分钟经过与运动员本人和队医沟通立刻开展了救治周方说患者伤口愈合程度与肢体功能恢复良好已于昨天早上顺利出院出院前特意向中方的医疗团队表示了感谢跟大家合影还赠送了小礼物周方说1月23日以来位于延庆区医院的冬奥医疗保障中心共接诊202人次延庆区卫健委副主任丛志辉介绍中心安排有精通英语的医疗专家同时配备多部小语种语言翻译机专设绿色接诊通道安排专人引导就医提供急诊检查住院手术等一站式服务值得一提的是我们充分考虑运动员体型特点专门定制加长加宽加高的病房门病床等设施努力为患者提供最佳就诊体验丛志辉说周到的服务得到了患者随队官员等各方人员的高度评价一位奥地利随队官员在探望受伤运动员时对冬奥医疗保障中心的工作给予高度赞扬并在留言板上留言表示非常感谢中国冬奥医疗团队北京日报
体育,微博人民日报图2月15日北京冬奥会单板滑雪男子大跳台决赛苏翊鸣夺得金牌他在新闻发布会上说今天的这枚金牌是我从小到大最大的一个梦想因为这个我不得不先放弃影视因为我需要完全专注只要有一个目标我就会朝着它努力付出自己的全部所以我需要投入我全部的时间在单板滑雪上之后不管我有任何其他的梦想是赢得更多单板滑雪的比赛参加更多的奥运会还是我要在影视或者其他方面做更多的事情我都会一如既往像完成这个目标一样去完成其他所有的目标
体育,直播吧2月16日讯老鹰今日在主场迎战骑士比赛中老鹰后卫路易斯威廉姆斯替补登场据老鹰官方统计路易斯威廉姆斯职业生涯替补出场次数已经达到了984场追平了戴尔库里并列历史第一戴尔库里职业生涯总共出场1083次首发99场路威目前首发次数为122场Bleach
体育,新华社北京2月15日电记者赵旭林德韧15日中国男子冰球队在北京冬奥会男子冰球淘汰赛中再遇世界排名第一的加拿大队最终以27不敌对手结束此次冬奥会征程中国男子冰球主教练赞那塔伊万诺赛后表示对于本届冬奥会上中国男冰的表现自己十分自豪赞那塔表示对于首次亮相奥运赛场的中国男冰来说此次参赛是一次特别宝贵的经历奥运会是一个大舞台不仅能够让队员们成长更能够让中国的冰球文化上一个新台阶第一节结束时中国队门将杰瑞米史密斯受伤离场对此赞那塔说我们损失了一名关键球员对比赛影响很大但整支队伍还是顽强拼搏展现出了最好的状态我很自豪中国队的首秀能打出这样的表现已经很不错了我们通过这种大赛的经历慢慢成长这是一个好的兆头中国队要继续把这个势头保持下去他说对于中国队的冬奥会之旅赞那塔表示这段冬奥会的经历难以置信我们排在世界第32位面对的对手是美国德国和加拿大这样世界排名前五名的球队说明这支队伍有了非常好的队员和非常好的化学反应我们是一支有竞争力的球队我们需要坚持这样冰球理念冰球是一项竞争非常激烈的运动就算美国队这样的强队拿到冬奥会冠军的次数也是屈指可数而中国冰球正在起步对于中国冰球未来的发展赞那塔表示最主要的还是让青少年爱上这项运动他说冰球是一项集体运动这项运动对于孩子的成长是非常有帮助的能让他们懂得团队协作能够为同一目标努力新华社
体育,直播吧2月16日讯克利夫兰承办本赛季全明星赛此前悬挂詹姆斯巨幅海报的位置挂上了全明星的宣传海报詹姆斯在列今天一位骑士工作人员更新InstagramStory说道我知道你会想办法回到这面墙我知道这一定会发生的詹姆斯转发了这段视频并写道一切皆有可能酒神巴库斯
体育,直播吧2月16日讯在意大利天空体育的节目上尤文名宿皮耶罗谈到了弗拉霍维奇使用自己吐舌头的庆祝动作加盟尤文后弗拉霍维奇很快就收获了自己的处子球进球后他采用了吐舌头的庆祝动作以及迪巴拉的经典庆祝动作对此皮耶罗表示这让人陷入了一些美好的回忆当中我会让他请我吃饭的加盟尤文后弗拉霍维奇开局很好他和扎卡里亚的到来让尤文有了新的气象并让尤文更有赢球的动力因为弗拉霍维奇非常想赢这一点从他在比赛中的态度就能体现尤文的防守实力得到了修复弗拉霍维奇的加盟又让球队锋线火力得到了增强现在每个人都充满活力非常积极因为他们知道现在的尤文图斯可以在任何时候取得进球以前不是这样的弗拉霍维奇和扎卡里亚的加盟让尤文变得更强铁甲钢拳
体育,直播吧2月16日讯步行者今天将在客场对阵雄鹿随队记者TonyEast报道球队13号秀杜阿尔特大脚趾伤势将继续缺席比赛步行者官方公布了本场比赛的首发阵容其中交易截止日被送至步行者的杰伦史密斯被提上了首发本场比赛的首发阵容为哈利伯顿希尔德布里塞特杰伦史密斯比塔泽在此前完成的交易中步行者将克雷格送到太阳换来杰伦史密斯和一个次轮签杰伦史密斯已经代表步行者出战了2场比赛场均得到145分75篮板Bleach
体育,直播吧2月16日讯篮网新援本西蒙斯今天出席了新闻发布会在接受媒体采访时他谈到了自己的心理问题对我来说要做是只是确保我在精神上回到正轨然后再次上场比赛这是我一直都在处理的事情这无关于球迷教练或者其他任何人的言论这只是我个人的事情早在那个系列赛之前甚至是那个赛季之前我就在处理这件事心理问题球队也知道这一点所以这是我要继续处理的事情我得去到正确的位置然后重回球场西蒙斯说对我来说心理健康与交易无关西蒙斯说这是我个人和生活中要处理的一大堆事情我不想深陷于此我现在在这里能在这样的组织里我感到很幸运我期待回到球场建立一些伟大的东西Andrew
体育,网易体育2月16日报道篮网与76人之间的交易引来联盟热议哈登加盟76人之后迅速表达了喜悦和期待的心情篮网媒体和球迷对他也送上了诸多讽刺不少人怀疑他诈伤逼宫近日NBA总裁萧华在接受采访时谈到这桩交易也很无奈他表示球员逼宫在这个联盟不是什么新鲜事但我希望看到的是球员自主也要有个限度不要搞成那样子萧华所指不光是哈登的问题还有一整个赛季都在跟76人管理层作对不肯上场比赛的西蒙斯我可以接受私下的对话不管是不满的球队还是不满的球员之间但我最不想看到的就是家丑外扬萧华说作为总裁我一直致力于寻找让整个体系变得更好的办法萧华表示他一直都支持球员自主赋权也理解一些巨星因此得到的特权我看了一下哈登和西蒙斯的新闻发布会看到他们坐在上面接受采访我会觉得他们也是人也经历了非常高压的处境萧华说我希望人们能感受到他们压力的释放他们能继续保持效率但对于现在炒作的一些矛盾我并不感到惊讶虽然这些问题应该私下解决他说
体育,网易体育2月15日报道北京时间2月15日勇士在客场104119输给快船克莱汤普森打了27分钟14投3中三分5中1仅得到7分效率值23是全队最低汤神上一场打湖人可谓力挽狂澜而本场开局则轮到库里在外线爆发汤普森半节命中一记三分并为鲁尼和库明加在内线制造机会但勇士的问题还是在内线防守的压力上汤普森首节没打太多勇士靠三分超神维持领先而到第二节开局他果断持球突破祖巴茨上篮得手9分41秒再进抛投然而勇士整体进攻并不顺利在外线连续打铁后快船迅速反超汤普森拉开跳投没有手感好在库里投得顺让勇士不至于陷入被动但当库里短暂下场快船就再次反超汤普森相当挣扎被换下后勇士得分荒也没能缓解近5分钟时间都未能得分汤普森上半场三分4中1未能缓解勇士的燃眉之急而下半场开局他似乎也有些着急连续急停干拔出手还是不进快船一举拉开比分汤普森底角三分和快攻突破都失手只能说手感差的时候怎么投都不灵勇士见状也将他换下休息给他调整的时间勇士第三节仅得到19分净负对手14分三节只拿7分的汤普森自然苦恼不已末节开局水花兄弟都在场上库里虽然还能继续在外线输出但汤普森一次次强投无果7分38秒面对两人强行出手后仰偏得厉害见勇士手感实在没有好转打了5分钟科尔就宣布提前投降将水花兄弟换下
